sentence,label,category
We don't find it necessary to use Cat Attract as the primary litter.,0,Pet supplies
Woohoo!,0,Pet supplies
The price is right.,0,Pet supplies
Love it!,0,Pet supplies
"I have always hated it, it's SOOO dusty and leaves a film of dust on everything within 20 feet of the litter box.",1,Pet supplies
I had to wait till evening to do any thing.,0,Pet supplies
I order this product again and again.,0,Pet supplies
Was really excited to use this product.,0,Pet supplies
This can also make it hard to lift and pour and if you're pouring this in a larger litter pan-harder to maintain.,0,Pet supplies
"Seriously, I have 4 cats in the house and prior to using Cat Attract I was dusting all the time or trying to remember what the top of the furniture used to look like.",0,Pet supplies
this litter is fantastic.,0,Pet supplies
If you’re cat is picky or high maintenance like mine then definitely try this!,0,Pet supplies
was 18 for 40# less than a month ago,0,Pet supplies
It's totally worth the extra money!,0,Pet supplies
Great product.,0,Pet supplies
& doesn't have a lot of dust.,1,Pet supplies
Carrying the litter box out to the garage wouldn't help much due to the sack being hard to handle.,1,Pet supplies
"But like other reviewers have said, it can get rather difficult to scoop if it sticks to the bottom of the pan.",1,Pet supplies
Works much better than the TidyCat stuff.,0,Pet supplies
I won't buy any other cat litter.,0,Pet supplies
Love this stuff and would not use any other brand because they don't compare.,0,Pet supplies
"I can't say enough about this litter, I recommend it to all my friends and family!",0,Pet supplies
This literally has saved my life and my cats lives.,0,Pet supplies
"I'm so glad I tried Previous Cat litter, both my cats LOVE it... No dust or smell!",1,Pet supplies
"I clean the pan daily but it takes the strength of a backhoe to scoop it out, and by the third day it really doesn't hide any smell anymore.",1,Pet supplies
I've been ordering this kitty litter for a new months now.,0,Pet supplies
"Otherwise, I probably wouldn't have tried it because of the shipping costs on a 40-pound bag.",0,Pet supplies
"Not too bad for the price, but the ""granules"" are pretty large, and you may want to consider that there's no odor protection / control at all.",1,Pet supplies
"But, I can honestly say the clumping is great.",1,Pet supplies
It clumps perfectly and is easy to clean.,1,Pet supplies
"After I switched to an alternative store brand, my cat started finding rugs to pee on instead of using her box.",0,Pet supplies
I have two elderly cats with very smelly urine and feces.,0,Pet supplies
I'm never going to buy another brand.,0,Pet supplies
My cats love it and have had no accidents since I got them while using this litter.,0,Pet supplies
I'm used to litter in boxes which are very easy to pour with.,1,Pet supplies
Not exaggerating.,0,Pet supplies
It looks darker and is has smaller particles and is a lot dustier.,0,Pet supplies
Then I ordered this litter and he has used the litter box ever since!!!,0,Pet supplies
"Why, oh why, the skyrocketing price on Amazon now, I don't know.",0,Pet supplies
"Luckily for the cats, we needed more litter and I was unable to go to a local store for a few days; Amazon to the rescue.",0,Pet supplies
I have 5 cats so I use a lot of litter on a weekly basis.,0,Pet supplies
"This is not a paid for review, I received nothing for my thoughts and experiences.",0,Pet supplies
Good for the money !,0,Pet supplies
It is the best litter we've ever used.,0,Pet supplies
"We have just one cat, and the litter box gets scooped daily.",0,Pet supplies
Another of our cats will actually lay in the fresh litter.,0,Pet supplies
"bags are a little hard to handle, but the litter is worth the effort.",1,Pet supplies
I highly reoommend!!!,0,Pet supplies
As for the bag--- no handle and is difficult to pick up and carry into the house!,1,Pet supplies
*shrug*),0,Pet supplies
I never smell the litter and very little tracking of litter.,1,Pet supplies
"With the Precious Cat litter, I had to change twice a day sometimes, and by the end of two weeks it was so noxious I had to throw it all away.",1,Pet supplies
"I have tried 5 or more brands of clumping litter and before I tried this one I had found a Safeway brand that was very good at a good price, but they started running out of the 40lb boxes I would have delivered so I had to find something else- so I read all the reviews on Precious Cat Ultra Premium Clumping Cat Litter and desided to try it.",0,Pet supplies
"Don't believe the bag about it being low-dust, it's quite dusty while pouring from the bag.",1,Pet supplies
"I wasn't sure what to do or try, but someone recommended this litter and it has been a lifesaver!",0,Pet supplies
We adopted an older cat that had been exclusively outdoor and tried many different solutions to get her to use her box on a regular basis.,0,Pet supplies
Very satisfied to have this heavy product delivered to my door at a competitive price.,0,Pet supplies
My apartment constantly reeked of cat feces.,0,Pet supplies
We keep 3 large litter boxes and the cats use two of them for Number 1 and the third only for Number 2.,0,Pet supplies
Hard clumping.,0,Pet supplies
This stuff lasts far longer than other brands I've tried: it clumps well and eliminates odors.,1,Pet supplies
Not scented and no chemicals in there to irritate my cat.,1,Pet supplies
Works great to keep the peace in my household.,0,Pet supplies
No more muddy mess at the bottom of the box!,1,Pet supplies
At least it's delivered to my door and I only have to drag it through the house.,0,Pet supplies
"When we first started using this litter about 2 years ago, I really loved it.",0,Pet supplies
"We used to use Arm and Hammer litter, bit with this brand you get so much more for the same price, and I can't tell the difference performance-wise.",0,Pet supplies
"Mostly dust, worthless, doesn't clump at all",1,Pet supplies
"I had a cat that refused to use her litter box, and I tried everything.",0,Pet supplies
"However,it is EXTREMELY hard to scoop.",1,Pet supplies
We LOVE this litter!,0,Pet supplies
"Some tracking, but not terrible.",0,Pet supplies
(Good thing Prime ships for free -- it would have cost a FORTUNE if I had to pay for shipping.),0,Pet supplies
My little critters prefer to take their poos with Dr Elsey.,0,Pet supplies
I really love this litter.,0,Pet supplies
Somehow two days of use seems to require way more than double to scooping effort of one day's use.,0,Pet supplies
Once got a bag where the litter was a little dusty towards the end of the bag.,0,Pet supplies
Hope this helped.,0,Pet supplies
I was pleasantly surprised to discover that it is MUCH better than Better Way!,0,Pet supplies
Switching to fresh step.,0,Pet supplies
We were using the wheat based litter before and that was too light for the machine so we had to switch to something with clay.,0,Pet supplies
Ordering litter online has been a fantastic decision.,0,Pet supplies
I live in a tiny apartment so all these things are extra important for me since I can't tuck her litter away in a different room.,0,Pet supplies
We have our box in the laundry room with the door closed and only a small pet door at the bottom for the scent to escape.,0,Pet supplies
"I was very nervous about changing litters, as my cat has a tendency to pee where she pleases if her box isn't to her liking.",0,Pet supplies
"This is the best cat litter I have found, there is literally no dust, no smell, and clumps up really well.",1,Pet supplies
"Cat urine makes it become clay that then hardens and is impossible to scoop unless you have a metal litter scooper (see pictures,  apologies for the grotesque visual).",1,Pet supplies
"I save money, and it works just like the expensive stuff with odor elimination.",1,Pet supplies
This litter has large particles and does not control odor very well.,1,Pet supplies
The product seems likeable enough by all of my cats.,0,Pet supplies
Average on tracking control.,1,Pet supplies
I use this litter because it's very durable as far as clumping and masking odors in addition to being nearly mess free.,1,Pet supplies
The litter forms a nice neat hard as a rock clump and you just scoop it out.,0,Pet supplies
Great product....worked like a charm,0,Pet supplies
"Traditional litter can smell chemically, the organic wheat doesn't clump well, and both often fail to mask the smell of the litter box itself- but this product does it all!.",1,Pet supplies
$1+ PER POUND IS DEFINITELY NOT REASONABLE!!!,0,Pet supplies
"As an experiment, I switched the boxes to Precious Cat one by one.",0,Pet supplies
"It clumps well, keeps area odor free.",1,Pet supplies
I rarely participate in online reviews.,0,Pet supplies
It is too tough to scrape out with a regular litter scoop.,1,Pet supplies
I will be unsubscribing and switching to another brand of litter.,0,Pet supplies
"This is the best cat litter I have found yet and believe me, I have tried a bunch.",0,Pet supplies
This is just such a great price for such a basic but wonderfully functional litter.,0,Pet supplies
When I have guests come over they comment that the apartment smells like I have no pets at all compared to other peoples' houses.,0,Pet supplies
Works great,0,Pet supplies
"Until we switched to this, they complained about the dust.",1,Pet supplies
!,0,Pet supplies
I wish I could give it more stars!!,0,Pet supplies
BEST.,0,Pet supplies
"I use the unscented, and while it smells like litter, it's not any kind of strong.",1,Pet supplies
After you do once you will never go back to any other cat litter!,0,Pet supplies
And it took me hours to clean out.,1,Pet supplies
"I don't really like cats, but I'm living with two of them because my girlfriend came with a package deal.",0,Pet supplies
Low dust.,0,Pet supplies
Won't go back to using any other,0,Pet supplies
"We emptied that bag into the bucket, filling it to the very top.",0,Pet supplies
I been buying Precious Cat Ultra Premium Litter for the last past year and love it.,0,Pet supplies
We weren't sure why she was doing it.,0,Pet supplies
There's no perfume added but they do have the option.,0,Pet supplies
"So, the cats have given Precious Cat 5/5 stars!",0,Pet supplies
Overall pretty good but I preferred World's Best for the weight and ease of cleaning the box.,1,Pet supplies
Love that it is practically dust free.,1,Pet supplies
"I even tried creating dust on purpose by filling the litter box from high up, but no dust.",0,Pet supplies
We have three cats and haven't had a problem with this stuff sticking to the litter box.,1,Pet supplies
"The clumps are rock hard, hardly any litter is tracked out, odor control is great although I still add some baking soda.",1,Pet supplies
This sand has no dust at all.,1,Pet supplies
"The cat would use the lightweight to urinate, but would typically poop on the basement floor next to the box.",0,Pet supplies
"I've tried over and over with finding a cat litter that successfully clumps, deodorizes and is easy to clean up all in one.",1,Pet supplies
Will not be buying it again.,0,Pet supplies
I loved the service of having the heavy litter delivered to my door.,0,Pet supplies
Good price.,0,Pet supplies
"Since I hadn't used it before, I took a chance and went on the basis of the ratings.",0,Pet supplies
I bought this litter because it's supposed to help attract cats to it.,0,Pet supplies
"I keep trying new ones, hoping I'll find an improvement, but I keep coming back to this one.",0,Pet supplies
I am a total convert and will definitely buy again.,0,Pet supplies
Average on odor control.,0,Pet supplies
"This litter also eliminates odor and clumps great, very easy to clean up.",1,Pet supplies
I will never buy kitty litter in the store again.,0,Pet supplies
"I mean, if a person is going to write a review on kitty litter...",0,Pet supplies
On the other hand my mailman is not so happy :),0,Pet supplies
My Rag is a very mellow fellow.,0,Pet supplies
This is way better than all of the more expensive name brand litter.,0,Pet supplies
I have a modkat (top entry) litterbox that helps reduce litter scattering.,0,Pet supplies
"So far Precious cat ultra is working great and is cheaper, I hope they don't change their formula.",0,Pet supplies
I think this is the best (clay clumping) litter money can buy.,1,Pet supplies
It's also a great value,0,Pet supplies
"For whatever reason that particular brand is ""under investigation"" with Amazon right now and therefore I couldn't order more last time.",0,Pet supplies
"If it gets tracked outside of the box, it vacuums up easily.",1,Pet supplies
I am in heaven.,0,Pet supplies
Doesnt stick to poop.,0,Pet supplies
"However it's great when it was a 40 pound bag for $17, NOT a 40 pound bag for $32!!",0,Pet supplies
Based on the reviews I chose Precious Cat and I absolutely love it.,0,Pet supplies
"I have a finicky one that has peed on carpet before, but she hasn't done this since I got this litter.",0,Pet supplies
!,0,Pet supplies
"20+ years of cats, this is the best ever litter!",0,Pet supplies
The other main upside is that there is a minimum of litter tracked through the house; also better for me (he doesn't care).,1,Pet supplies
!,0,Pet supplies
Eliminates litter box smell and dust better than any of the litters I have tried.,1,Pet supplies
I am just sorry I ordered 40 pounds.,0,Pet supplies
"There's no smell (even if you forget to scoop for a day or two), the granules are large and don't get tracked more than a foot away from the box, and the clumping power is crazy!!",1,Pet supplies
"I like the Blue ground walnut litter, but it's too expensive and it does track dark brown litter everywhere.",1,Pet supplies
Doesn't dust up too much and keeps my house smelling fresh for the most part.,1,Pet supplies
Which means it traps odors very effectively.,1,Pet supplies
"This got my cats away from the furniture, and into the litter box.",1,Pet supplies
not to be beat (and yes I've tried tons of brands)!,0,Pet supplies
"For me, it’s a win-win.",0,Pet supplies
"The bag was so heavy, the delivery person couldn't even carry it to my door.",0,Pet supplies
And it was the best whim ever!,0,Pet supplies
"It isn't the cheapest, but is well worth the price, in my opinion.",0,Pet supplies
Previously I relied upon clumping fresh step extreme with febreeze to control odor.,0,Pet supplies
They will now!,0,Pet supplies
"I used to have to buy 6 containers of litter every 6-8 weeks, truck those heavy containers inside, and I loathed this chore!",1,Pet supplies
I decided to give this a shot and I'm glad I did!,0,Pet supplies
I like the product very much.,0,Pet supplies
I ordered this product based on everyone's review.,0,Pet supplies
"This stuff CLUMPS, has minimal dust, the cats always use it, and comparatively, it's less expensive than most other brands.",1,Pet supplies
The inappropriate peeing has stopped.,0,Pet supplies
"Our cats love this littler, clumps very well and we save a little bit by ordering online.",1,Pet supplies
I sometimes mix in a bit of baking soda.,0,Pet supplies
Beats going to the store and hauling heavy litter bags every week.,0,Pet supplies
"I realize $30 for shipping is rather ridiculous, but it's worth it to me not to have to spend the time and effort required to schlep 60 pounds of litter home from the store (even if I could find it locally), and the litter lasts a long time even with my three cats.",0,Pet supplies
We have 2 cats and 2 pans.,0,Pet supplies
Cat still pees outside litter box and this litter is IMPOSSIBLE to scoop.,1,Pet supplies
"It's heavy, so the delivery person will scowl but it doesn't track",0,Pet supplies
"Between this new litter and the new heavy-duty metal scooper I got, the chore of scooping is no big deal now.",1,Pet supplies
"I didn't expect to write a review on cat litter, but this product deserves a high five.",0,Pet supplies
"We use the scented, as you can imagine it helps a lot, with the Liter Genie and clean the box twice daily.",0,Pet supplies
This cat litter is great.,0,Pet supplies
My only gripe would be that there is no attempt at odor control.,1,Pet supplies
And cats have a sense of smell 14 times stronger than a human's.,0,Pet supplies
"I've been using Tidy Cats for years and sometimes it would clump, but most times it would not.",1,Pet supplies
Clumps great and no dust is what I love.,1,Pet supplies
I bought my last bag off Amazon and was really unimpressed.,0,Pet supplies
We ordered the metal scoops and they are great as well!,0,Pet supplies
"There are many others he wouldn't use, he's fussy.",0,Pet supplies
"It's pricey, it's heavy, and because of the clumping feature (very effective) you throw quite a bit of it out with the waste (like all clumping litters).",0,Pet supplies
Hands down the best cat litter ever made.,0,Pet supplies
Make sure to keep a deep level of litter in the pan for best scooping results.,0,Pet supplies
"It is a tiny bit dusty, but again, better than 90% of the other litter Ive tried.",0,Pet supplies
"If not, clumps will fall apart into tiny pieces too small for the scooper to pick up, which is what eventually causes odor in the box.",0,Pet supplies
A+ on that part!,0,Pet supplies
Excellent clumping!,0,Pet supplies
"If the price is over $20, I'll buy something else.",0,Pet supplies
Just make sure you don't try to flush it down the toilet.,0,Pet supplies
"no dust, no smell, clumps good.",1,Pet supplies
easy to scoop.,1,Pet supplies
"The 2 that require ""human"" intervention (the Litter Robot does its own thang) work extremely well in controlling odor and dust.",0,Pet supplies
"No odor, the clumping is amazing, cleanup is wonderful.",1,Pet supplies
Having it delivered to my front door is great.,0,Pet supplies
if you have amazon prime I would highly recommend you try this as it's much nicer to have 40lbs delivered right to your door for no extra price in shipping.,0,Pet supplies
This litter doesn't have plume of dust when you pour it out or move it around.,1,Pet supplies
"It doesn't have a strong perfume-y smell, but still covers the smell from the litter box well.",0,Pet supplies
We have thrown our masks and dust cloths out.,0,Pet supplies
I've been using Costco's store brand for years.,0,Pet supplies
"If kicked out of the box, it isn't like stepping on a Lego!",0,Pet supplies
I am very pleased and will be buying again in the future!,0,Pet supplies
"When I scoop, it makes a mess on the scooper, too, sticking to it just like it does to the box.",1,Pet supplies
I felt so sorry for the UPS guy who had to schlep these 40 lb bags to my door though.,0,Pet supplies
At first we started out with just one.,0,Pet supplies
"I have a self cleaning litterbox,  but one of our three cats refuses to use it and would poop on the floor!",0,Pet supplies
"Our cats use it without any issues (including one cat that is very particular about litter - he refuses to use anything too dusty, or with a strong perfumed scent, or any of the non-clay litters).",0,Pet supplies
Plus there is no perfume or strong scent.,0,Pet supplies
Not too dusty when pouring it...but you do have to hold the bag closer to the pan...then its ok.  One bag will initially give you about four inches in two extra large pans...and add as needed.,0,Pet supplies
"non-drinker, non-smoker).",0,Pet supplies
It's not yet been a week but since i started this there has not been one accident.,0,Pet supplies
This litter is amazing.,0,Pet supplies
What a terrible mistake.,0,Pet supplies
I'm leaving my original review here so you can see how much I liked this product.,0,Pet supplies
I love this product!,0,Pet supplies
Came fast and great having it deliveted over going out to buy litter.,0,Pet supplies
I only have a couple of complaints.,0,Pet supplies
"So far, I love this litter!",0,Pet supplies
Fantastic litter.,0,Pet supplies
Terrible for the price of 32 dollars a bag.,0,Pet supplies
The litter clumps very well and although it is a bit expensive the benefits are well worth the cost.,1,Pet supplies
They must have changed something recently because this litter is unusable as it is now.,0,Pet supplies
I'm highly disappointed by this.,0,Pet supplies
Minimal dust.,0,Pet supplies
That and the darn DUST!,0,Pet supplies
Well priced and shipped to your door makes it complaint free in my books.,1,Pet supplies
This is hands down the best cat litter ever.,0,Pet supplies
So inconvenient,0,Pet supplies
I used to purchase this all the time.,0,Pet supplies
It's all I use &  the only one I ever recommend to others!,0,Pet supplies
Try for yourself the others are a Joke compared.,0,Pet supplies
!,0,Pet supplies
Every day.,0,Pet supplies
This litter clumps good and hard so that when you scoop there's no broken pieces causing odor.,1,Pet supplies
Our other cat no longer has allergic reactions to the cat litter.,1,Pet supplies
"No damp, break apart clumps.",0,Pet supplies
Not at all.,0,Pet supplies
Plain clay.,0,Pet supplies
My cat likes using this with the litter box and has only not used it when she has been on the other floor of my home.,0,Pet supplies
"I don't have any experience with any other litter so I can't compare, but that's only because this one suited my needs just fine :)",0,Pet supplies
This is your basic clumping litter that does what a clumping litter should do.,0,Pet supplies
"I've waited a few weeks before reviewing this litter, but it must be said that this is, unequivocally, the BEST cat litter I've ever used.",0,Pet supplies
Cats seam to like it.,0,Pet supplies
The only negative is that is is VERY heavy.,1,Pet supplies
"The laundry room smells like a room, rather than the cat box.",0,Pet supplies
"It's low dust, clumps well, and great at controlling odors.",1,Pet supplies
I had to pass off all scooping to my poor Husband because trying to remove the compacted cement-like clumps were killing my hands (arthritis) and wrists.,1,Pet supplies
"The volume of PC is significantly less than that of SS for the same weight, but thus far it seems as if 40 lbs will last about the same amount of time (in the 3 month range for 1 cat).",0,Pet supplies
It clumps nicely so that the waste is easily removable without leaving small chunks of cat pee or crap behind.,1,Pet supplies
"As with other users, I have a kitty who occasionally peed outside her box.",0,Pet supplies
I live in a three cat household and it's great not having to clean up all of the dust from cheap litters.,1,Pet supplies
"Does its job well- i don't notice my litter box giving off a smell when its regularly cleaned- this litter clumps well, is all natural, and is a great price.",1,Pet supplies
This was my second try at Precious Cat litter.,0,Pet supplies
And the cats are using the boxes again without any outside of the box accidents.,1,Pet supplies
This is my new favorite litter!,0,Pet supplies
It does tend to track a lot.,0,Pet supplies
This is the only litter I buy and I’ve turned every feline friend on to it.,0,Pet supplies
Worst litter ever!,0,Pet supplies
Would be EXCELLENT in a sifter box.,0,Pet supplies
Creates zero dust like cheap litter.,1,Pet supplies
I have a metal scoop but even with that I struggle to get the paste out of the corners of the litter box.,1,Pet supplies
He still did his business on the floor and carpets instead of the litter box with this litter in it.,0,Pet supplies
I'll give it a 2 star rating because it does have low dust.,1,Pet supplies
"Not as good as it was, but better than many others, Tracks more - and Amazon increased the price about 25% overnight - Looking for replacement product as I post this ~ after using it for a long time.",0,Pet supplies
I'm so happy that I did!,0,Pet supplies
"I even confirmed with my wife, this is just the regular cat litter.",0,Pet supplies
No odor or clouds of dust.,1,Pet supplies
One in each bathroom.,0,Pet supplies
The nice part is that this little doesn't track throughout the house.,1,Pet supplies
"It works well, however in the very beginning it was less dusty than it is now.",1,Pet supplies
"I'm not sure what happened but I am very disappointed, and I am now looking for a less dusty alternative.",1,Pet supplies
Dr. Elsy's has a TON of dust and it is not just when you first put the litter in the box.,1,Pet supplies
I just checked my last invoice and it was the 40 lb bag.,0,Pet supplies
I love it!,0,Pet supplies
P.C.,0,Pet supplies
(Do recommend that Amazon sends separately (as the boxes used to send the litter) sometimes fall apart and it gets a bit messy.,1,Pet supplies
I read all the reviews and decided to give this litter a try.,0,Pet supplies
I was willing to pay the higher price for it but then out of the blue it had new packaging and a few months later figured out it had changed to a cheaper brand litter that needed complete changing of box supply within a couple weeks even after scooping daily!!,0,Pet supplies
I have 2 cats.,0,Pet supplies
The littler I can buy in the store has so many added chemicals that give me a headache when I clean the litter box.,1,Pet supplies
Added bonus: having litter delivered to my home means I only have to lug the heavy bag one time - from my door to the litter area.,1,Pet supplies
"This litter produces a very hard clump, but I like it more than my boy cat does.",1,Pet supplies
The granules are HUGE compared to what I was getting.,0,Pet supplies
"I especially like that it does not have any fake scent added, yet still masks everything.",1,Pet supplies
I am very happy with the product but I was so disappointed in how it was shipped.,0,Pet supplies
Cats love it and I love not smelling them!,1,Pet supplies
"As far as trackability, this litter seems to contain itself to a 3 foot radius around the entrance to her litterbox.",0,Pet supplies
I am l9sing too much litter!,0,Pet supplies
I thought it was tampered with but it could be that the litter was just to heavy for the box.,0,Pet supplies
"Since I originally tried this brand over three years ago I have never ordered anything else, UNTIL I just tried the scented Scoopable Multi...",0,Pet supplies
Love it!,0,Pet supplies
It's unscented so I add a baking soda powder you can buy at any grocery store in the pet section for about 4$.,1,Pet supplies
My cats love it as well.,0,Pet supplies
This is the best cat litter I have ever purchased in my entire life.,0,Pet supplies
We have two cats and it controls the odor just fine.,1,Pet supplies
Bang for your buck.,0,Pet supplies
"Does not have a horrible perfume, is low dust for clay, and clumps hard and fast.",1,Pet supplies
Why can't there be consistence pricing OR subscription?,1,Pet supplies
This is the answer for any cat litter dust problems.,0,Pet supplies
I got this and the problem stopped.,0,Pet supplies
It just works.,0,Pet supplies
"I replaced all my litter boxes with extra large ones, purchased the Cat Attract litter, along with the Ultra Litter attractant (just for an extra boost).",0,Pet supplies
We tried few different approaches to the problem.,0,Pet supplies
"This stuff really helps, no or very little odor.",1,Pet supplies
In the mud stage it is pasty and sticks on floor of the pan then on the scoop.,1,Pet supplies
Four stars due to the following; I would like to re-order but the prices currently are astronomical.,0,Pet supplies
It has helped our asthmatic cat.,1,Pet supplies
Great coating.,0,Pet supplies
Best litter I've used in 20 years of trying different brands.,0,Pet supplies
Zero smell and hides odors wonderfully.,1,Pet supplies
"No scent but otherwise good,  no problem using from my cat.",0,Pet supplies
"If you have multiple cats, this is a must.",0,Pet supplies
We opted to get it delivered because the price is comparable to the store.,0,Pet supplies
Unscented.,0,Pet supplies
My sister and mom love this too.,0,Pet supplies
Awesome!,0,Pet supplies
Wish Amazon would put this on Subscribe and Save.,0,Pet supplies
"Zero odor control and like others have stated, it turns to cement when the urine hits it.",1,Pet supplies
"This stuff is fantastic, clumps super well, keeps my two cats happy, and keeps things smelling fresh (it isn't scented, it just prevents stank).",1,Pet supplies
"It works really well; mind you I have about 3 different litters in the box which is scoop away, fresh step, and this one.",0,Pet supplies
"I also like that it's unscented, yet fantastic at keeping the smells at bay in our multiple cat household.",1,Pet supplies
We got our first cat recently and we tried EverClean as a litter first.,0,Pet supplies
I love this litter.,0,Pet supplies
The best by far.,0,Pet supplies
"I called the numer on the bag, and got a voicemail.",0,Pet supplies
The mat in front takes care of that problem.,0,Pet supplies
Decided to try this brand because of cost and there were good reviews.,0,Pet supplies
LITTER.,0,Pet supplies
Some dust,0,Pet supplies
I loved ordering on line and having it sent to,0,Pet supplies
I have a finicky cat.,0,Pet supplies
"Opening it, and dumping half of it into the litter box, will be a job only my husband will be able to do, so from now on I'll just stick with the regular 18 lb bags.",0,Pet supplies
"I now have TWO mats around the litter box to try to catch the stuff that sticks to her paws, to no avail.",0,Pet supplies
I scoop about every other day and only need to completely change the litter once a month.,0,Pet supplies
This is my all time favorite litter.,0,Pet supplies
"Unfortunately, this last bag I purchased will probably be the last bag I purchase of this litter.",0,Pet supplies
It would solidify in the bottom of the box.,0,Pet supplies
Prior to this our entire basement was coated with a layer of litter dust.,0,Pet supplies
And just recently my son-in-law opened a box for me and he did the same.,0,Pet supplies
All 5 cats seem to like it and took to it right away.,1,Pet supplies
My cat loves he's litter box now.,0,Pet supplies
It's also a warning to me that the box needs a scrubbing and fresh litter change.,0,Pet supplies
I purchased this 40lb last month and have nothing but nice things to say about this litter.,0,Pet supplies
Does what it says.,0,Pet supplies
Worth the Expense,0,Pet supplies
The poo/pee smell is gone in one day and there is definitely less litter track marks on the carpet.,1,Pet supplies
"People are always telling me they're surprised I have a cat because when you walk into my one bedroom, 800 sqft apartment, it doesn't smell like a cat lives here.",1,Pet supplies
"however, unless you try it you wont believe that sung this litter actually costs as well as saves $$.",0,Pet supplies
"It also has no annoying perfume scent, yet it does a great job covering up animal scents.",1,Pet supplies
I almost gave this a MUCH lower rating because this product has been extremely annoying to buy on Amazon.,0,Pet supplies
I will buy this litter til my cat croaks or decides to pack her bags and leaves.,0,Pet supplies
"Every time the cat goes to its litter box, be prepared to hover your apt... Will NOT buy again.",0,Pet supplies
"(Note the ""we"")",0,Pet supplies
Excellent product,0,Pet supplies
We have 5 cats with multiple litterboxes so you can imagine how much litter we go through.,0,Pet supplies
Amazing price to!,0,Pet supplies
"It reduces odor, is less powdery, and clumps well.",1,Pet supplies
We have a multi-cat home with many large litter boxes.,0,Pet supplies
""".",0,Pet supplies
I think it doesn't mask odor as much as the other reviews said but I just add some litter deodorizer to it and it does the job.,1,Pet supplies
Clumping litter is not meant to work well if you clean your litter box once a week.,1,Pet supplies
The price of the 40 lb.,0,Pet supplies
I do add a sprinkling of baking soda after every scooping.,0,Pet supplies
i wish it came in a box or pail but it's not THAT big deal.,1,Pet supplies
"I care for a friend's cat when they are away...I have been his ""Nanny"" for 10 years.",0,Pet supplies
May be more expensive but its worth the pennies difference not to have to be dusting (breathing in the litter dust) all the time!,1,Pet supplies
"No dust, no frangrence and my cats love it.",1,Pet supplies
I will always buy this if the price stays under $20.,0,Pet supplies
"Also, dangerous to do that (especially with --foster-- kittens in the way).",0,Pet supplies
"WTH...over the past three weeks the price of this product has jumped ridiculously from $17.77 to $35.89, then fell to $15 last week and today it is back up t $40.",0,Pet supplies
"We have three cats and subsequently go through a lot of litter - I feel bad for our local UPS delivery person, who winds up carrying these heavy bags to our front door, but the overall cost savings are significant.",0,Pet supplies
"This cat litter has ruined us, and our cats, for any other brand.",0,Pet supplies
It's cat litter lmao!,0,Pet supplies
As a multi-cat household I was looking for a litter that truly clumped and could be cleaned.,1,Pet supplies
After a through cleaning and Odoban which I'd suggest for any difficult odors.,0,Pet supplies
I have several cats and I love Dr. Elsy litters but any that say Attracts have a smell that is supposed to draw cats to use the box.,0,Pet supplies
Best litter ever for my circular automatic litter box.,0,Pet supplies
Plus it helped with my cat that had respiratory problems,0,Pet supplies
This really worked!!,0,Pet supplies
Now she's a happy kitty with a healthy place to do her business...sometimes she just sits in there...WILL buy again!,0,Pet supplies
Clumps stay hard and are easy to scoop.,1,Pet supplies
"And I love the fact that it's cheaper to buy it off of Amazon than it is to buy at the pet store, where I would have to carry it to the trunk and elsewhere.",0,Pet supplies
And as for dust free?,0,Pet supplies
"Pros: The Dr. Elseys was good at odor control, and not dusty, though it still got tracked around.",1,Pet supplies
I love this litter.,0,Pet supplies
"It had no scent which is what I wanted, but litter box would smell if I did not clean it every day.",1,Pet supplies
This is the best Litter on the market.,0,Pet supplies
"I have an aged female cat (14 yrs), who recently (6months) started defacting outside of her box.",1,Pet supplies
"As advertised, there is very little dust, and it clumps up amazingly well--like a brick actually.",1,Pet supplies
It has met all my expectations based on it's glowing reviews.,0,Pet supplies
Flimsy plastic scoopers just don't stand up to this litter very well.,1,Pet supplies
NO dust and last a long time,1,Pet supplies
and I still have problems.,0,Pet supplies
Best cat litter ever but oftentimes extremely too expensive on amazon.,0,Pet supplies
We have two cats.,0,Pet supplies
Only con is that it does stick to the bottom of the litter box a bit but nothing too bad.,1,Pet supplies
"The shelter where we adopted our cat from had recommended this litter and gave us a rebate coupon for a free bag, so I ordered it with the thought that it would probably be the only time I did because it was a lot more expensive than the brand I had bought in the past.",0,Pet supplies
Almost no dust compared to other litters.,1,Pet supplies
My 2 cats like this litter.,0,Pet supplies
Still a good buy for the money as compared to other brands.,0,Pet supplies
I have two cats so I change out twice per week and regret when I have tried other litter somewhat cheaper.,0,Pet supplies
"Clumps hard, dustless, and odorless as stated.",1,Pet supplies
"I no longer have to fear the dust burning up my eyes, and it seems to do a good job covering any smells after the cats do their business though it is scentless by itself.",1,Pet supplies
Packaging was somewhat better; ordered 2 bags and only one of the boxes arrived open and falling apart (took pictures this time),1,Pet supplies
I just couldn't stand it anymore and decided to check out some of the dust free or low dust products.,1,Pet supplies
It is seriously THE BEST litter out there.,0,Pet supplies
However I just couldn't stand the fact that I could smell the urine ALL the time.,0,Pet supplies
I did some research and found this.,0,Pet supplies
"If you're looking to try out a new litter because your old one just isn't cutting it, give this a shot.",0,Pet supplies
"We tried everything the internet tells you to try, and then some.",0,Pet supplies
"hey, it's kitty litter, it does it's job and is the cheapest!",0,Pet supplies
By far the best odor control that I've ever experienced.,1,Pet supplies
